a,b,c,d
-0.921842790948,0.656434454543,-0.827047125895,-0.915165123667
-0.232623041279,0.115724025347,-2.68433124085,0.877327461802
-1.27416896729,-0.137667232416,-0.638043065624,0.48179961868
-1.4697040196,0.695674121751,0.301998172454,0.602143492865
1.16140194678,-0.436857791285,0.708318935561,0.275442424269
-0.347237064227,1.65902491228,0.179871723752,0.0554550435902
0.769137373286,0.0879694700247,0.350262625353,-1.18049948008
-0.0689636254806,0.203373070095,1.34489626389,0.201901332385
-0.479849179743,0.213757632732,-2.50773700719,-0.22207040792
1.01462090809,-0.891008680702,-1.32942293959,0.353900360923
0.290338060063,0.686281080471,1.10969671554,-0.868953125005
1.42501355978,-0.463743315067,1.047747874,0.238146638282
1.93368468012,-1.11159365485,-0.97734475415,0.286326020129
-0.238598756199,0.529285298949,1.58344565661,0.151805050922
-0.620796106003,-1.06265125542,-1.20328926506,-1.7405745469
-0.94594615228,-0.500461158655,-1.67731265821,1.46509836511
-1.37200207701,-0.229511345211,-0.32609719705,1.45052899763
-0.489085802372,0.636081182024,0.781370168992,-0.597598459593
-0.152312739687,0.304604284976,-1.04870015288,-0.887986422914
-1.02832067404,-1.11293817736,0.780318698371,0.241311054081
-0.0532284196748,1.97037938515,-0.0650906975117,0.0944100636457
-0.998835131806,0.339462728874,0.541349536768,0.606502517513
-0.68993178135,-0.602254553287,1.217883089,0.291120628126
-0.900973610727,-0.717670251932,-0.204204402764,0.743819948614
-0.469621097441,-1.23253466606,1.99637010286,2.10753288791
1.28396920006,-0.852442556531,0.922000813634,-0.982434074581
-0.289735569726,1.17047868242,-0.0592095183319,0.522434039495
-0.0676637261207,0.880520907584,2.2356398427,1.07175206527
0.544773671321,0.351638677066,0.571383402114,1.88199655257
-1.73042242307,3.58499158975,0.413208350418,-0.510396753316
0.327421861893,0.879123096189,0.0314988007241,-0.899864384722
0.576710220613,0.193750744645,-0.14708543743,-0.076391590169
-0.326723234227,0.199104556659,1.23372321135,0.0230254288525
0.461898403272,2.05704954212,-0.595595392209,0.815591914169
0.909193118986,1.03692785625,0.678715160866,-2.05578258275
1.03373415007,-1.22798419351,-1.61396966394,0.0327454650275
0.0711196545078,-1.88577299048,1.54675343794,-2.13182094633
-0.417380611753,1.29141641363,1.46709048077,2.36142831195
-1.66757182282,-0.739063432174,-2.8640038682,0.494404478381
0.242695419916,0.554633122894,-0.0431639665331,-0.236601993091
0.649578260382,0.27526117322,0.188319985437,0.470030433126
1.05260370727,-0.191205626596,-0.792142978669,-0.585376317262
-1.29313750512,0.186234819822,-0.233300025554,1.15551231421
1.38719356256,0.776649122961,0.0443402066795,-0.23109800316
-2.78804889526,-0.762206322787,-1.23677464064,0.822039151053
-0.556898074164,-0.74331868166,-1.96603399409,-1.58425537105
-2.18809211445,-1.36696394784,0.508011496523,-1.20970864542
-0.5886475568,-0.161623273609,0.476361212452,1.25872672474
1.32023276426,0.397924219515,-0.020298890182,-1.21344263556
-0.173564955985,-0.346136410835,-0.1359241695,-0.953285858044
1.85339776586,0.271954611379,-0.637153785952,1.06856116333
0.402894797049,-0.322326890158,0.367618667208,-0.0662295074982
0.560818442145,-1.28040368445,-0.188227788764,-1.51410425052
0.510708914046,0.262940289633,1.3818204773,0.881141837097
-0.312242230171,-0.272903035128,-0.382125739555,-1.69961163324
0.812146859763,1.54239113781,0.6983807978,-0.23800077144
0.748982972404,-0.57576379313,0.70396640113,0.85660325116
-0.301524686806,2.39452794565,-0.281445509949,1.78366137894
1.15541350232,0.0369838370959,1.21818462843,0.149179222327
1.37362998226,0.39216912795,0.706836206784,-0.111163446572
0.257748247194,0.300213593445,-2.35079101265,-0.255897505031
-0.878851589489,-1.70548641364,-0.437454333826,0.000644528704087
0.195135647243,-0.0308374040637,-0.756833056444,0.259303258121
0.818848967043,0.886711380584,1.62558580026,-0.28148020635
-0.0456971471145,0.655987196068,0.293991271703,-0.100166413571
-0.324474138871,-0.667859098088,1.17827274192,0.82925342507
-0.440714975808,-1.1988235456,-0.851607750467,-0.348276452756
0.66981919566,0.912067776332,1.56727557768,0.391905299248
-1.03486493919,1.46965727879,0.43014671018,-0.0443934853136
-0.789964232809,-1.27029750525,-0.0660785916662,-0.32771748812
0.100497056149,-1.89590298335,1.37294795339,0.0929872106733
0.704948225398,0.0605995377184,-0.043647596392,0.0942590505177
-1.24376914594,-0.48675761745,-0.447834229034,0.126858064164
-0.0568476738814,0.797094593496,-1.34344951058,1.55257702549
-0.879246071144,-1.43635282053,-0.64816042839,0.00913501424509
-0.36901303377,-0.771338784779,0.448471175969,2.52555517097
-1.36225634588,0.33916000313,1.72057834655,1.39173083268
-0.401085231233,1.32661859053,0.152726872284,0.981445872961
-0.159757304126,-0.940365787293,0.258363638916,-0.343554036114
-0.802313024383,-0.194403999652,-1.22971025593,1.79601207837
0.640983028076,1.33253290522,2.14155999278,1.05627638159
-0.139910962375,-0.850599463318,1.50651157502,0.651784222332
-2.97468997056,-1.0081713773,0.0688802483525,-1.0687872567
-0.130446092265,1.08024710566,-0.922462485644,0.473409782174
-0.121904628028,0.763537409777,-1.00169786272,1.51115645699
-1.27984724893,2.39476164174,-0.575575140822,0.0105837188382
-0.433891742749,0.353404664205,-0.205694588195,0.758702451815
0.52864439573,0.978875300265,0.0633444839794,0.382978433176
-0.0983018968326,-0.343831749686,-0.719483575728,-0.502668131228
0.833289015379,0.091724158696,1.28671643628,0.449226033616
-1.4372369863,-0.150953659433,0.0588452918574,-0.0888721113733
0.92058105223,1.22062723417,0.63016078569,2.26504673258
1.32663255358,0.807381816663,0.886300947861,0.436888789012
